Date,BKH,ED,FRT,GPC,KO,MO,MSEX,NFG,NWN,PEP
2024-03-14,50.075233459472656,85.6848373413086,96.37138366699219,147.30545043945312,58.74307632446289,40.77741241455078,50.6678581237793,49.129493713378906,34.41817855834961,160.88543701171875
2024-03-15,49.845699310302734,85.94574737548828,96.157958984375,149.0416717529297,58.141082763671875,40.39984130859375,51.38134765625,49.515357971191406,34.59902572631836,160.76829528808594
2024-03-18,49.47271728515625,85.99406433105469,96.80794525146484,148.8573760986328,58.38382339477539,40.98921585083008,50.228031158447266,49.525001525878906,34.16118240356445,167.2122802734375
2024-03-19,49.75962448120117,86.68982696533203,96.6915283203125,150.40928649902344,58.48091506958008,41.099727630615234,49.19199752807617,50.20989990234375,34.332515716552734,167.73953247070312
2024-03-20,49.922210693359375,86.0423812866211,98.07878875732422,150.64205932617188,58.985816955566406,41.2470703125,50.257347106933594,50.24848175048828,34.70372772216797,167.79811096191406
2024-03-21,49.769187927246094,85.6655044555664,99.16532897949219,152.64984130859375,58.71394729614258,41.39441680908203,50.16938781738281,50.68258285522461,34.73228454589844,168.3741455078125
2024-03-22,49.970027923583984,85.6171875,96.55570983886719,151.19491577148438,58.73337173461914,40.46240234375,49.827301025390625,50.06520462036133,34.16118240356445,167.95433044433594
2024-03-25,50.52471923828125,85.52055358886719,96.07064819335938,148.99314880371094,58.64597702026367,40.72600173950195,49.328834533691406,50.508941650390625,34.59902572631836,168.52061462402344
2024-03-26,49.941341400146484,84.50590515136719,95.83782958984375,147.94561767578125,58.78191375732422,40.594200134277344,49.29950714111328,50.33530044555664,33.885154724121094,168.6475372314453
2024-03-27,51.681922912597656,87.01838684082031,98.50564575195312,150.52566528320312,59.257686614990234,41.102569580078125,51.21519470214844,51.59648513793945,34.90361022949219,169.4676971435547
2024-03-28,52.21748352050781,87.75279235839844,99.06831359863281,150.2734832763672,59.4033317565918,41.06491470336914,51.312931060791016,52.317161560058594,35.427120208740234,170.8736572265625
2024-04-01,51.49065017700195,87.28895568847656,97.72955322265625,149.6430206298828,58.917850494384766,40.68834686279297,50.09119415283203,51.956817626953125,35.331939697265625,168.89163208007812
2024-04-02,51.85406494140625,87.54985809326172,96.8176498413086,149.16775512695312,58.40324401855469,40.41533279418945,48.51759719848633,51.70361328125,35.036869049072266,167.38803100585938
2024-04-03,51.681922912597656,86.86376953125,97.16688537597656,148.51788330078125,58.09253692626953,39.65277862548828,47.45224380493164,51.80099868774414,35.19868087768555,165.6696319580078
2024-04-04,51.653228759765625,87.1536636352539,96.38108825683594,144.376220703125,57.57792663574219,39.09733581542969,48.62511444091797,51.54779052734375,34.97976303100586,165.6403350830078
2024-04-05,51.395015716552734,86.63184356689453,96.7109375,145.4819793701172,57.78182601928711,39.21031188964844,47.168800354003906,51.33353805541992,34.65613555908203,165.14239501953125
2024-04-08,52.121849060058594,87.54985809326172,98.02058410644531,145.8893280029297,57.548797607421875,39.50215148925781,47.82365417480469,52.00551986694336,35.0083122253418,165.57199096679688
2024-04-09,52.026214599609375,88.06201171875,99.82501220703125,145.96694946289062,57.9857292175293,39.643367767333984,48.86945724487305,52.317161560058594,34.932167053222656,166.57765197753906
2024-04-10,50.00828552246094,85.89742279052734,96.67212677001953,143.8233642578125,57.208961486816406,39.23855209350586,46.768070220947266,52.015254974365234,33.98984909057617,164.95687866210938
2024-04-11,50.17086410522461,85.56888580322266,96.76913452148438,141.71856689453125,57.33518600463867,39.00320053100586,46.87558364868164,52.346378326416016,34.332515716552734,164.38082885742188
2024-04-12,49.96046447753906,85.64617919921875,96.75943756103516,141.0105438232422,56.58754348754883,38.64545822143555,46.005706787109375,51.81074142456055,34.38962936401367,164.12698364257812
2024-04-15,49.73093795776367,86.31294250488281,95.11993408203125,140.3994598388672,56.45161056518555,38.55131530761719,46.3184700012207,51.450401306152344,34.00889205932617,163.004150390625
2024-04-16,48.965843200683594,84.47692108154297,93.54834747314453,140.20545959472656,56.37393569946289,38.36302947998047,44.80352020263672,50.379127502441406,33.79948806762695,163.54115295410156
2024-04-17,49.47271728515625,87.28895568847656,94.14012145996094,139.73989868164062,56.81086349487305,38.692527770996094,44.85239028930664,50.681034088134766,34.16118240356445,165.47434997558594
2024-04-18,50.17086410522461,87.83975982666016,95.5855941772461,155.41419982910156,57.199249267578125,38.88080978393555,45.58543395996094,50.65181350708008,34.82746505737305,168.19842529296875
2024-04-19,51.6436653137207,88.68046569824219,96.78853607177734,157.50927734375,58.42265701293945,39.62453842163086,46.91468048095703,52.034732818603516,35.864959716796875,170.01446533203125
2024-04-22,51.949703216552734,89.608154296875,98.11759185791016,158.188232421875,58.7916259765625,40.07642364501953,46.934226989746094,52.171077728271484,36.169551849365234,172.2893829345703
2024-04-23,51.99751663208008,89.71443939208984,99.79590606689453,158.4695281982422,58.87901306152344,40.358848571777344,47.149253845214844,52.346378326416016,36.46461486816406,167.17323303222656
